Series,Movie,Critic Review
Star Trek,STAR TREK: INSURRECTION,"An acceptable movie to Trek fans, if disappointing."
Star Trek,STAR TREK: INSURRECTION,A pretty decent movie that even non-Trekkies would probably enjoy.
Star Trek,STAR TREK: INSURRECTION,"Lurches clumsily between drama, hammy comedy, and moral lecturing"
Star Trek,STAR TREK: INSURRECTION,"Like all recipes with too much of this and too little of that, this movie isn't so much bad, as it's just weak in places."
Star Trek,STAR TREK: INSURRECTION,Doesn't exactly boldly go where no one has gone before.
Star Trek,STAR TREK: INSURRECTION,I saw more creativity and pizzazz in the two-minute Star Wars trailer than in the 103 minutes of Star Trek: Insurrection that followed.
Star Trek,STAR TREK: INSURRECTION,"Star Trek: Insurrection isn't painful to sit through, but it adds nothing to the Star Trek mythos, and overall is a complete waste of time."
Star Trek,STAR TREK: INSURRECTION,High-minded and shallow.
Star Trek,STAR TREK: INSURRECTION,"You don't need to be a Trekkie to enjoy the trip, as long as you're young enough at heart to enjoy adventure wherever you find it."
Star Trek,STAR TREK: INSURRECTION,"The quirkiest Trek yet, Insurrection is breezy, low- key and often humorous."
Star Trek,STAR TREK: INSURRECTION,"Taken as a whole the movie is fun even if it does contain several long, dull passages."
Star Trek,STAR TREK: INSURRECTION,A mediocre entry into the series.
Star Trek,STAR TREK: INSURRECTION,The only thing I hate more than a bad movie is a movie I can't follow.
Star Trek,STAR TREK: INSURRECTION,The plot just leaves too many questions unanswered in the end.
Star Trek,STAR TREK: INSURRECTION,"A muddled, gimpy mess, filled with the worst sort of Trek cliches and ill-timed humorous outbursts. On top of that, the film might as well have been edited by Mr. Scott in the midst of a Romulan ale bender."
Star Trek,STAR TREK: INSURRECTION,"If Merchant-Ivory produced a 'Star Trek' film, this would be it."
Star Trek,STAR TREK: INSURRECTION,"Insurrection isn't nearly as good as First Contact. But is a far cry from the first of the Next Generation movie adventure, Generations."
Star Trek,STAR TREK: INSURRECTION,a sad passing for a once-pioneering series
Star Trek,STAR TREK: INSURRECTION,"Another extended episode played out with a decided lack of conviction, with nothing ever really at stake, and lazy humor that's aimed strictly at the disciples."
Star Trek,STAR TREK: INSURRECTION,"What starts out as a stroll through an idyllic Whole Earth Catalog-style communal existence resolves into a tightly knit sci-fi action adventure, packed with the verities that generations of Trekkies admire and expect."
Star Trek,STAR TREK: INSURRECTION,You can only play a piano so many times before it finally goes out of tune.
Star Trek,STAR TREK: INSURRECTION,"When Star Trek starts to resemble Battlestar Galactica and Babylon 5, something is amiss."
Star Trek,STAR TREK: INSURRECTION,The film lost points for executing the much-vaunted Riker manuever using a bad Microsoft force feedback joystick.
Star Trek,STAR TREK: INSURRECTION,"An enjoyable movie, employing the basics that should endear it to most Trekkers."
Star Trek,STAR TREK: INSURRECTION,"There are other good reasons to see this particular film, including some sharply-staged action sequences and plenty of belly laughs."
Star Trek,STAR TREK: INSURRECTION,"Trekkers will eat that stuff up; others will be looking elsewhere for something engaging, which cannot be found in the by-the-numbers story or the incredibly boring villain."
Star Trek,STAR TREK: INSURRECTION,"[Combines the] idealism, action-adventure, and the requisite special effects with some of the gentle humor and romance that characterized the original television series."
Star Trek,STAR TREK: INSURRECTION,"They probably should have completely thrown the script out. That way, they could have come up with a story that at least had a sign of intelligence and freshness."
Star Trek,STAR TREK: INSURRECTION,It just is not sufficiently involving.
Star Trek,STAR TREK: INSURRECTION,"The movie's single best feature is its villain Ru'afo, played with scornful malevolence by F. Murray Abraham; he can take his place alongside Alice Krige's Borg Queen in 'First Contact' and Ricardo Montalban's Khan as a memorably creepy nemesis."
Star Trek,STAR TREK - NEMESIS,"Only the most die-hard Trekkies will like this one. The good news is the tagline for Star Trek: Nemesis -' ""A Generation's Final Journey Begins."" ... And ends?"
Star Trek,STAR TREK - NEMESIS,"It's not bad, really. It is also the tenth Star Trek movie, which means an awful lot of celluloid featuring grown men wearing children's stretchy pyjamas and standing behind plasterboard consoles looking purposeful."
Star Trek,STAR TREK - NEMESIS,"Feels, unmistakably, like Paramount and everybody involved was trying to get through it as fast as possible, dumping the series in an alley to let the rats gnaw at the body."
Star Trek,STAR TREK - NEMESIS,Lots of sci-fi action mixed in with messages about peace.
Star Trek,STAR TREK - NEMESIS,"...fun stuff, unoriginal or not."
Star Trek,STAR TREK - NEMESIS,It's a shame The Next Generation crew went out on this flat note.
Star Trek,STAR TREK - NEMESIS,"The geek exodus from Star Trek will continue with this middling movie, a cheapo space battle that has all the cool allure of a disco-dancing Dad."
Star Trek,STAR TREK - NEMESIS,"Without an intriguing adversary for Capt. Jean-Luc Picard and crew, it's all for naught."
Star Trek,STAR TREK - NEMESIS,"Even though the special effects are as well executed as ever, the story doesn't excite or even allow us to really believe the premise."
Star Trek,STAR TREK - NEMESIS,Reasonably entertaining if utterly familiar.
Star Trek,STAR TREK - NEMESIS,"A thinly plotted, anonymously directed film."
Star Trek,STAR TREK - NEMESIS,Disappointing.
Star Trek,STAR TREK - NEMESIS,"The outcome is as professionally crafted as ever, but the material feels learnt by rote."
Star Trek,STAR TREK - NEMESIS,"Tinkers around with an intriguing premise but with little creative facility for dialogue or structure...[splits] the difference between fans and neophytes, impressing neither."
Star Trek,STAR TREK - NEMESIS,"If you're a fan you'll be satisfied, if not ecstatic, but it's doubtful that this movie will win any new converts."
Star Trek,STAR TREK - NEMESIS,A movie that blandly goes where too many Star Trek pictures have gone before.
Star Trek,STAR TREK - NEMESIS,"'Nemesis'? Try 'NUMBesis,' and fight nodding off during the first half."
Star Trek,STAR TREK - NEMESIS,... The science fiction franchise that has been an institution since ... the late 1960s may be starting to show its age
Star Trek,STAR TREK - NEMESIS,"How much more of this can we take? Nemesis is a decent film, and Trek fans will love it. But enough is enough!"
Star Trek,STAR TREK - NEMESIS,Nothing new.
Star Trek,STAR TREK - NEMESIS,"It doesn't deliver anything new to the series, and even fans might find parts distinctly slow, but it finally hits most of the right buttons."
Star Trek,STAR TREK - NEMESIS,"Well, there goes the theory about the even-numbered ones all being good."
Star Trek,STAR TREK - NEMESIS,There is a point in Star Trek: Nemesis that I could not help but start to think of The Muppet Movie.
Star Trek,STAR TREK - NEMESIS,"Somewhere towards the end of the movie, exhaustion set in."
Star Trek,STAR TREK - NEMESIS,Light years/ several warp speeds/ levels and levels of dilithium crystals better than the pitiful Insurrection. Which isn't to say that it's the equal of some of its predecessors.
Star Trek,STAR TREK - NEMESIS,"Boring, dark, gooey, with plenty of earnest, furrowed brows all around."
Star Trek,STAR TREK - NEMESIS,"Directed Baird is a new to the series, and he has done a courageous job at sending this crew to their last voyage in space."
Star Trek,STAR TREK - NEMESIS,We are strictly going through the motions here folks
Star Trek,STAR TREK - NEMESIS,To Blandly Go Where We Went 8 Movies Ago . . .
Star Trek,STAR TREK - NEMESIS,"If this is The Next Generation's final voyage, then it goes somewhat gently into that good night rather than raging against the dying of the light. Should a final adventure give them the justice they deserve? Like Picard, I say 'Make it so!'"
Star Trek,STAR TREK - NEMESIS,"For me, this flight aboard the Enterprise was a bit of a letdown."
Star Trek,STAR TREK - NEMESIS,"It's been almost 10 years since ""Star Trek: The Next Generation"" ended in 1994, but you'd never know it by watching the latest film in the science fiction franchise, ""Star Trek: Nemesis."""
Star Trek,STAR TREK - NEMESIS,"Hardy's pout and baldie glare are high-quality stage-trained British Hollywood fiendishness and, like the Borg Queen, he seems to have taken his fashion tips from Clive Barker's Cenobites."
Star Trek,STAR TREK - NEMESIS,"...the Federation should consider their legacy before embarking on another tired journey...Alas, it's time for the filmmakers to stay home and avoid the exhaustive trappings of being their own worse enemy...ah, in this case...nemesis!"
Star Trek,STAR TREK - NEMESIS,"Instead of contriving a climactic hero's death for the beloved-major- character-who-shall- remain-nameless, why not invite some genuine spontaneity into the film by having the evil aliens' laser guns actually hit something for once?"
Star Trek,STAR TREK - NEMESIS,Experimental science bumps up against science fiction as the controversy swirling around genetic cloning is magnified in outer space.
Star Trek,STAR TREK - NEMESIS,... it may be time for Paramount to more on to other Star Trek movie ideas or just more on together... enjoy it for what it is: one more time to see a beloved crew defeat evil in space.
Star Trek,STAR TREK - NEMESIS,This will test fan loyalty to destruction
Star Trek,STAR TREK - NEMESIS,"While there's nothing to fault in the performances or even the storyline, it's forgettable the moment the credits roll."
Star Trek,STAR TREK - NEMESIS,A sci-fi snoozer.
Star Trek,STAR TREK - NEMESIS,"Sorry, Captain, our dilithium crystals are run down completely. The Star Trek franchise is dead in the water!"
Star Trek,STAR TREK - NEMESIS,Feels like a cold old man going through the motions.
Star Trek,STAR TREK - NEMESIS,'How many more voyages can this limping but dearly-loved franchise survive?'
Star Trek,STAR TREK - NEMESIS,A cheapo space battle that has all the cool allure of a disco-dancing Dad.
Star Trek,STAR TREK - NEMESIS,"This tenth feature is a big deal, indeed -- at least the third-best, and maybe even a notch above the previous runner-up, Nicholas Meyer's Star Trek VI: The Undiscovered Country."
Star Trek,STAR TREK - NEMESIS,"35 years of saving the universe takes its toll on the imagination, and this film, unfortunately, is stuck paying the check."
Star Trek,STAR TREK - NEMESIS,"As lo-fi as the special effects are, the folks who cobbled Nemesis together indulge the force of humanity over hardware in a way that George Lucas has long forgotten."
Star Trek,STAR TREK - NEMESIS,It simply doesn't have the sharp inventiveness and insight we usually associate with the franchise.
Star Trek,STAR TREK - NEMESIS,"definitely something different, even if it doesn't quite live up to the filmmakers' obviously grandiose ideas"
Star Trek,STAR TREK - NEMESIS,"Sure, it's more of the same, but as the film proves, that's not always a bad thing."
Star Trek,STAR TREK - NEMESIS,"The dialogue is inane, the plot insipid, and with the exception of some nifty special effects at the very beginning, this has nothing whatsoever to recommend it."
Star Trek,STAR TREK - NEMESIS,It's not the groundbreaking movie it needed to be to infuse the series with renewed life.
Star Trek,STAR TREK - NEMESIS,"Not only is it talky, but the talk is repetitious, incoherent, and spoken in a soft whisper, as if the actors feared disturbing the audience in its restful slumbers."
Star Trek,STAR TREK - NEMESIS,"If you're not a fan, what you're most likely to experience are chintzy costumes, cheesy makeup, cute jokes, pages of indigestible dialogue and tepid action scenes bolstered by a lot of shaking the camera to make it appear that the Enterprise is suffering"
Star Trek,STAR TREK - NEMESIS,"I am a Star Trek fan, it's an even-numbered film, and sadly, it blew. I am so sad."
Star Trek,STAR TREK - NEMESIS,Star Trek: Nemesis is flat and uneventful.
Star Trek,STAR TREK - NEMESIS,"Everything here feels like a rehash of what this series has been doing since 1979. There's no ambition, no attempt to take the franchise in a new direction."
Star Trek,STAR TREK - NEMESIS,"John Logan clones Enterprise skipper Jean-Luc Picard (Patrick Stewart), geek-relatable android Data (Brent Spiner), and -- less successfully -- 1982's Star Trek: The Wrath of Khan."
Star Trek,STAR TREK - NEMESIS,The Enterprise is losing speed.
Star Trek,STAR TREK - NEMESIS,"Whatever the weaknesses, ""Nemesis"" deserves some credit for its universality. It can be enjoyed by anyone, whether the biggest ""Trek"" nerd, or a newcomer to the series."
Star Trek,STAR TREK - NEMESIS,A movie that blandly goes where too many Star Trek pictures have gone before.
Star Trek,STAR TREK - NEMESIS,"An obvious attempt to mix the high-drama of The Wrath of Khan with the mainstream appeal (read: box office) of Star Trek IV: The Voyage Home, and for the most part it succeeds."
Star Trek,STAR TREK - NEMESIS,"Never escapes the franchise formula enough to make Warp Factor 9, and take flight as anything more than a superior two-part 'Next Generation' episode with improved effects."
Star Trek,STAR TREK - NEMESIS,"This felt like the end, but was neither the best nor worst note to end on."
Star Trek,STAR TREK - NEMESIS,"John Logan's script hasn't enough invention or suspense even for an hour-long episode of the series, Stuart Baird's direction is leaden, and the look of the film is murky and dismal."
Star Trek,STAR TREK - NEMESIS,"It's doubtful that Nemesis will please everyone -- particularly the hardcore fans -- but for casual Trek viewers, this is a pretty good ride."
Star Trek,STAR TREK - NEMESIS,This 10th film in the series looks and feels tired.
Star Trek,STAR TREK - NEMESIS,"It's all very convoluted this time out, and awfully silly to boot."
Star Trek,STAR TREK - NEMESIS,"The action sequences in the film work well enough, but the film drags for about half an hour in the first half with an overlong expository interlude."
Star Trek,STAR TREK - NEMESIS,Star Trek: Nemesis stands alone as an engaging intergalactic thriller with a lot of spirit-and some rousing action scenes.
Star Trek,STAR TREK - NEMESIS,The old crew is around and good to see.
Star Trek,STAR TREK - NEMESIS,The ease that the Next Generation actors slip into their roles gives Nemesis a comfort zone that overcomes creaky dialogue and that fact that the biggest moments have been seen in earlier Trek movies.
Star Trek,STAR TREK - NEMESIS,"Boasts explosive action and a decent story, but a slow start and a badly botched ending keep it from being remarkable."
Star Trek,STAR TREK - NEMESIS,"[Reaches] depths of laughable awfulness that can be appreciated, for their veritable badness as well as their campiness, only by True Fans."
Star Trek,STAR TREK - NEMESIS,"Like going out with old school buddies: at first, you're thrilled to be with old friends again, but before too long, you realize that there just isn't anything new."
Star Trek,STAR TREK - NEMESIS,Clear proof that the series has long since surpassed its days of glory.
Star Trek,STAR TREK - NEMESIS,Pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of God in the fifth Trek flick.
Star Trek,STAR TREK - NEMESIS,"This is supposedly, 'a generation's final journey'; too bad it didn't slow down enough to prevent it from feeling more like a generation eagerly racing to the finish line."
Star Trek,STAR TREK - NEMESIS,"The latest adventure of ""The Next Generation"" crew is a rip-roaring space opera that, while containing some grand set pieces, is a bit uneven, failing to realize its full potential."
Star Trek,STAR TREK - NEMESIS,"It almost plays like Solaris, but with guns and jokes."
Star Trek,STAR TREK - NEMESIS,"This is the fourth film to feature the Next Generation crew, and everyone is still off-track after the ideologically unsound, sparsely entertaining Insurrection."
Star Trek,STAR TREK - NEMESIS,The worst voyage of the good ship Enterprise since they made the mistake of letting William Shatner direct Star Trek V.
Star Trek,STAR TREK - NEMESIS,"This isn't the worst way to be put to pasture, but the crew may want to hang on for one more episode if they can."
Star Trek,STAR TREK - NEMESIS,Should be the final nail in the coffin of this franchise.
Star Trek,STAR TREK - NEMESIS,The cheesiness so endemic to the Star Trek franchise ... is back in full force.
Star Trek,STAR TREK - NEMESIS,An ordeal for all save the most ardent Treksters.
Star Trek,STAR TREK - NEMESIS,"As spent screen series go, Star Trek: Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink."
Star Trek,STAR TREK - NEMESIS,"Stewart instead lends integrity and wry stoicism to Nemesis, but the movie is unworthy of him."
Star Trek,STAR TREK - NEMESIS,Better than the tepid Star Trek: Insurrection; falls short of First Contact because the villain couldn't pick the lint off Borg Queen Alice Krige's cape; and finishes half a parsec (a nose) ahead of Generations.
Star Trek,STAR TREK - NEMESIS,"Long-time Star Trek fans -- who continue to live long and prosper -- will certainly enjoy Star Trek: Nemesis, but I doubt the film will win new fans to the long-running franchise."
Star Trek,STAR TREK - NEMESIS,"While the movie itself wanders off-course halfway through, the coming attractions -- showcasing Nemesis' jacked-up special effects, production values and camerawork -- were a knockout."
Star Trek,STAR TREK - NEMESIS,"Surprisingly, considering that Baird is a former film editor, the movie is rather choppy."
Star Trek,STAR TREK - NEMESIS,"Even though it doesn't feel like an appropriate send-off, the lethargy of Star Trek: Nemesis is probably indication enough that the series should end here."
Star Trek,STAR TREK - NEMESIS,"Devotees of Star Trek II: The Wrath of Khan will feel a nagging sense of deja vu, and the grandeur of the best Next Generation episodes is lacking."
Star Trek,STAR TREK - NEMESIS,"Taken as a tool to help retain public awareness for the various Star Trek books, video games, toys, and TV shows, Nemesis does its job relatively well."
Star Trek,STAR TREK - NEMESIS,"If this is indeed the swan song for the Next Generation gang, the end can't come soon enough."
Star Trek,STAR TREK - NEMESIS,"The bottom line with Nemesis is the same as it has been with all the films in the series: Fans will undoubtedly enjoy it, and the uncommitted needn't waste their time on it."
Star Trek,STAR TREK - NEMESIS,"This voyage is more than competent, but it doesn't really go anywhere new or exciting."
Star Trek,STAR TREK - NEMESIS,"It can't decide whether to appeal to hardcore Trekkers or to a general audience. In the end, it's not enough of one or the other to please either."
Star Trek,STAR TREK - NEMESIS,"Star Trek: Nemesis spins a fascinating and, finally, quite moving variation on an old saw: You're your own worst enemy."
Star Trek,STAR TREK - NEMESIS,"This isn't just a bad Trek movie, it's also bad science-fiction, riddled with psychobabble, inconsistencies and the hoariest of cliches."
Star Trek,STAR TREK - NEMESIS,"Nemesis suffers from a paunchy midsection, several plodding action sequences and a wickedly undramatic central theme."
Star Trek,STAR TREK - NEMESIS,"Star Trek was kind of terrific once, but now it is a copy of a copy of a copy."
Star Trek,STAR TREK - NEMESIS,"Combines elements of Lord of the Rings, Star Wars and James Bond flicks with generically satisfying results."
Star Trek,STAR TREK - NEMESIS,Those who buy into the peculiar superstition that only the even-numbered Star Trek movies are any good will find their belief system strongly challenged by Star Trek: Nemesis.
Star Trek,STAR TREK - NEMESIS,"Baird has cooked up something that looks a lot like mom's casserole: Warm and familiar, but the same old thing we had last week."
Star Trek,STAR TREK - NEMESIS,A plodding if mildly entertaining sci-fi adventure that plays more like an extended television episode than a full-length film.
Star Trek,STAR TREK - NEMESIS,"Too much of Nemesis has a tired, talky feel."
Star Trek,STAR TREK - NEMESIS,Convincing evidence that the venerable franchise needs to be mothballed in space dock and not come out for another mission without a major refitting.
Star Trek,STAR TREK - NEMESIS,The inside humor offers more than a few clever laughs as the confident crew radiates the good time that they're having.
Star Trek,STAR TREK - NEMESIS,May satisfy the faithful but can leave the casual moviegoer feeling as if he's walked into a bar where nobody knows his name.
Star Trek,STAR TREK - NEMESIS,"Familiarity breeds content with Star Trek fans, and the 10th movie in the series does nothing to mess with the series' comfortably monotonous fantasy formula."
Star Trek,STAR TREK - NEMESIS,This one has some throwback qualities.
Star Trek,STAR TREK - NEMESIS,The brand new take on the Enterprise's endeavors here is satisfying and appreciated.
Star Trek,STAR TREK - NEMESIS,"Star Trek fans like their philosophy deep, and Nemesis, the 10th big-screen episode, does not disappoint."
Star Trek,STAR TREK - NEMESIS,"If you've grown tired of going where no man has gone before, but several movies have - take heart. This is the best Star Trek movie in a long time."
Star Trek,STAR TREK - NEMESIS,"Individual episodes of the Next Generation TV series were always clever at addressing social issues, even if they were cloaked in the hardware of futurism. Yet the movies have routinely devolved into one-dimensional battles of good vs. evil."
Star Trek,STAR TREK - NEMESIS,"After nine movies and countless television episodes, all of this just seems too familiar."
Star Trek,STAR TREK - NEMESIS,I wouldn't recommend this one to anyone who doesn't consider themselves a 'Trekkie'.
Star Trek,STAR TREK - NEMESIS,"The values that have held the Enterprise crew together through previous adventures and perils do so again-courage, self-sacrifice and patience under pressure"
Star Trek,STAR TREK - NEMESIS,"The posters suggest that this is ""A Generation's Final Journey."" That may be the best thing about Star Trek: Nemesis."
Star Trek,STAR TREK - NEMESIS,"Spectacle and special effects have saved equally bad movies in the past, but never one so hackneyed there's virtually no surprise or suspense."
Star Trek,STAR TREK - NEMESIS,What nudges the movie toward a qualified recommendation is the continuing high standards set by Patrick Stewart as Captain Jean-Luc Picard.
Star Trek,STAR TREK - NEMESIS,"The folks on the Starship Enterprise are never stodgier than when they try to 'loosen up' and play it for laughs, as they do often in Nemesis."
Star Trek,STAR TREK - NEMESIS,"Star Trek: Nemesis meekly goes where nearly every Star Trek movie has gone before. Wince-inducing dialogue, thrift-shop costumes, prosthetic makeup by Silly Putty and Kmart blue-light-special effects all conspire to test Trekkie loyalty."
Star Trek,STAR TREK - NEMESIS,"The torpid first half nearly made me drift into suspended animation. But the exciting second half makes up for it with a long, thrilling, Pyrrhic battle."
Star Trek,STAR TREK - NEMESIS,"Nemesis has a delightfully nasty villain and pumped-up action, albeit along familiar lines."
Star Trek,STAR TREK - NEMESIS,"While fans might enjoy it or parts thereof, there's just not enough fun, energy or originality to entertain the average viewer."
Star Trek,STAR TREK - NEMESIS,"Won't go into the captain's log as the U.S.S. Enterprise's finest hour -- that honor still belongs to Star Trek II: The Wrath of Khan -- but it is reasonably entertaining and reassuring, like a trip home during the holidays."
Star Trek,STAR TREK - NEMESIS,"Though hardly a ridiculous mess like The Final Frontier, the 10th Trek outing, Nemesis, is as mediocre as the last franchise effort, Insurrection, with little appeal for anyone beyond patient, die-hard fans."
Star Trek,STAR TREK - NEMESIS,"Not a bad premise, but the execution is lackluster at best."
Star Trek,STAR TREK - NEMESIS,"An amiably klutzy affair whose warm, fuzzy heart emits intermittent bleats from the sleeve of its gleaming spacesuit."
Star Trek,STAR TREK - NEMESIS,"It is far from the worst, thanks to the topical issues it raises, the performances of Stewart and Hardy, and that essential feature -- a decent full-on space battle."
Star Trek,STAR TREK - NEMESIS,A strong enough effort to be worthy of faint praise.
Star Trek,STAR TREK - NEMESIS,"Familiarity and continuity are what the success of this series has always been about. We've been here before, and we like the neighborhood."
Star Trek,STAR TREK - NEMESIS,"I'll hate to see these old fogeys go, of course, but the time may have come to once again pass the torch."
Star Trek,STAR TREK - NEMESIS,"Nemesis never feels true to itself, its energy never fully engaged."
Star Trek,STAR TREK - NEMESIS,"Between its brisk start and explosive finish, Nemesis dawdles in talky, jargon-filled explanations."
Star Trek,STAR TREK - NEMESIS,Star Trek Nemesis is a definite improvement on 1998's Star Trek: Insurrection.
Star Trek,STAR TREK - NEMESIS,"Choppy editing and a plodding, formulaic storyline confirm that the Next Generation production team did its best work in the TV series."
Star Trek,STAR TREK - NEMESIS,Perhaps Nemesis is the best we could hope for from a tired franchise
Star Trek,STAR TREK - NEMESIS,A better movie than the vacuous Insurrection.
Star Trek,STAR TREK - NEMESIS,"The overall feel of the film is pretty cheesy, but there's still a real sense that the Star Trek tradition has been honored as best it can, given the embarrassing script and weak direction."
Star Trek,STAR TREK - NEMESIS,"Better than Generations and Insurrection, but not as good as First Contact."
Star Trek,STAR TREK - NEMESIS,"At this point, looking to juice the series with action scenes is the equivalent of applying a defibrillator to a cadaver."
Star Trek,STAR TREK - NEMESIS,It has become apparent that the franchise's best years are long past.
Star Trek,STAR TREK - NEMESIS,The film's dark and gritty style gives this trek a real depth and human element most of the other films have lacked
Star Trek,STAR TREK - NEMESIS,"...grows decidedly flimsier with its many out-sized, out of character and logically porous action set pieces."
Star Trek,STAR TREK - NEMESIS,"A tired, derivative picture that suggests it's time to put at least this crew of Trekkers into well-deserved retirement."
Star Trek,STAR TREK - NEMESIS,"Could it be true? After so many years of bloodshed and war, can peace between the Federation and the Romulans actually be at hand?"
Star Trek,STAR TREK - NEMESIS,"Good, old-fashioned idiocy, ripped from yesterday's headlines."
Star Trek,STAR TREK - NEMESIS,A school-teacher's dream as Patrick Stewart tells his nemesis that the principal goal of every human being should be to become a better person.
Star Trek,STAR TREK - NEMESIS,"A respectable venture on its own terms, lacking the broader vision that has seen certain Trek films ... cross over to a more mainstream audience."
Star Trek,STAR TREK - NEMESIS,"It's good to have the Next Generation crew back in action, and Patrick Stewart is still a commanding presence as Capt. Picard of the USS Enterprise."
Star Trek,STAR TREK,For the most part this film was a successful retelling of a beloved story.
Star Trek,STAR TREK,J.J. Abrams dares to rewrite Trek lore with an origin story that chronicles the first voyage of the Enterprise crew with a mission that sends them into a whole new Federation history.
Star Trek,STAR TREK,"Aside from the cool effects and surprise cameos from notable actor/director Tyler Perry and one of the U.S.S. Enterprise's original passengers Leonard Nimoy, there really wasn't much there."
Star Trek,STAR TREK,"J.J. Abrams' restart of the famous saga is a slick, well-produced piece of entertainment that blows the cobwebs off the venerable series."
Star Trek,STAR TREK,This is not your father's Star Trek (for better or for worse).
Star Trek,STAR TREK,"Requiring little or no foreknowledge of Klingons and Romulans, this ""Star Trek"" is a grand equalizer, transporting everyone to a space where it's possible to just sit back and marvel at the starlit view seen from the Captain's chair."
Star Trek,STAR TREK,"Star Trek has remarkable freshness and originality for something so deeply familiar. And it leaves us confidant that a venerable piece of pop culture is in good hands, at least for the time being."
Star Trek,STAR TREK,"Star Trek keeps you occupied with the usual sort of thing you find in science-fiction adventures, done somewhat more wittily."
Star Trek,STAR TREK,"A rather lazily imagined, though energetically executed pastiche of big screen sci-fi clichés seemingly appropriated at random from other films."
Star Trek,STAR TREK,"Whether watching Kirk and Sulu skydive from space, a rural Mid-West dotted with vast interstellar towers, or Kirk do battle with a very ill-tempered beastie on a frozen moon, it's hard not to gape in wonder."
Star Trek,STAR TREK,"I didn't go to this with much enthusiasm but, of course, it's been completely reinvented by J.J. Abrams and he's done a terrific job."
Star Trek,STAR TREK,Star Trek works by paying homage to the past without being chained down by its history.
Star Trek,STAR TREK,"As far as performance goes, Pine and Karl Urban -- Kirk and Bones, respectively -- do offer up moments of tongue-in-cheek allusion, but they sell it straight-up, and save the movie from becoming a list of inside jokes."
Star Trek,STAR TREK,The film is sufficiently smart and engaging that Abrams has effectively guaranteed the characters will be back for further adventures.
Star Trek,STAR TREK,J.J. Abrams' Star Trek reboot beams a fresh set of dilithium crystals into a science-fiction film franchise that has been eking by on cinematic life support since 1991's The Undiscovered Country.
Star Trek,STAR TREK,"This is a fantastic movie. It's pacing is rapid-fire, the action is larger-than-life and raises blood pressure with ease, and the characters come to life in a very cool way."
Star Trek,STAR TREK,"Star Trek is back. It's action-packed, exciting, and visually spectacular -- who would have thought that the dying sci-fi series could be resurrected into something this fun?"
Star Trek,STAR TREK,"Star Trek is such a well-written, superbly acted and amazingly staged film that it sets a new standard for summer action films."
Star Trek,STAR TREK,Some will walk away convinced they have seen the best Star Trek movie of them all. I can only agree wholeheartedly.
Star Trek,STAR TREK,"With this new, dynamic duo in place, the possibilities for exploring the fabled final frontier seem endless"
Star Trek,STAR TREK,"I'm no Trekkie, I don't speak Klingon, I've never boldly been anywhere in the least bit exciting -- my fear of motorways has always hampered me horribly in this respect -- and I don't like action epics but [Star Trek] is quite fun."
Star Trek,STAR TREK,J.J. Abrams brings the beloved but undeniably creaky franchise back to square one while still delivering a thoroughly contemporary science fiction adventure rooted in the spirit of Gene Roddenberry's original conception.
Star Trek,STAR TREK,"You don't have to be a Star Trek fan to enjoy this rollicking movie. J.J. Abrams' reboot of the 1966 TV space adventure series is fast-paced, action-packed and lots of fun."
Star Trek,STAR TREK,There is still life and romance in these movies.
Star Trek,STAR TREK,"In short, it'll please everyone, while never being as bland as that might sound."
Star Trek,STAR TREK,I think JJ Abrams and his movie 'gets' what Trek is supposed to be about.
Star Trek,STAR TREK,"A Star is reborn as director J.J. Abrams' re imagining of Star Trek emerges, against the odds, as a smart space epic that can be embraced even by wary Trek devotees."
Star Trek,STAR TREK,"Abrams also avoids the pitfalls of the three Star Wars prequels, by making it a thrill to meet these familiar characters before they became the stars of the stars."
Star Trek,STAR TREK,Star Trek director J.J. Abrams proves to be just what the franchise needed a jolt of life from someone unencumbered by the baggage that comes with more than 40 years of lore and legacy.
Star Trek,STAR TREK,Abrams' movie inspires me to boldly go where I never thought I would: back for seconds.
Star Trek,STAR TREK,"There's much wit here, bang-up action scenes and a twisting plot that will make sense to those who truly care to follow it. May this latest incarnation of the series live long and prosper."
Star Trek,STAR TREK,"This version is new and fresh, but it doesn't forget its roots -- and I think fans will appreciate that."
Star Trek,STAR TREK,"Abrams had a responsibility that most other action film directors never need to worry about. He succeeds in parts, maybe enough for the young, modern audiences for whom the film has been made, but old Trekkies may have some issues."
Star Trek,STAR TREK,If you're a self-confessed Trekkie as I am you can't help but compare this cast to the original cast. I was surprised how easily I accepted Zachary Quinto as Spock and Karl Urban seems to channel Deforest Kelly at times.
Star Trek,STAR TREK,"With the help of his young and pretty cast, Abrams has managed to successfully reboot a 43-year-old formula."
Star Trek,STAR TREK,"For the first time in all my encounters with the Enterprise and the Federation, I actually cared about several of those important figures seated at the ship controls."
Star Trek,STAR TREK,"A manically paced, profoundly affectionate and highly entertaining prequel to a cultural touchstone."
Star Trek,STAR TREK,Did somebody just reach through the space-time continuum and pull out a white rabbit?
Star Trek,STAR TREK,"Fun, funny, exhilarating, and occasionally touching, Star Trek gives Gene Roddenberry's enduring sci-fi series a much-needed shot in the arm."
